top # of balance,,spam_score,adr,balance@0516,note,
11628,spam_score:,69,GCQ6KZIXFQ5VUQPZ765ENGVV6P345BXN4PRTF7EXZQ5GLW464GYN7VLD,20 ,,
14434,spam_score:,69,GCYLUPMIN5C63URFFD2Z4SDW5JLKYZN2KDAAK4SDGRS42SOZ44JUMXLB,1 ,,
11,spam_score:,68,GBGZ75ONFOUVLPIBGK7U5GM7THEY3ULJGISJMZXCCC3HFLXAJBBGPCLV,"200,057 ",,
12742,spam_score:,68,GA3QKGZ7X4WMRFKAATRLKG6DZ2K5HA66XNZVE2A2BV3ZIGB7AO5TTSB6,2 ,,
14795,spam_score:,68,GA7LGRX4O6RNGQFE5LM43H3E6MVRHVBMUTNYOZPECCOMWOBGMOVS6OSI,1 ,,
787,spam_score:,67,GBZRWGRO7MNNWRLUB2K2CEFLYQLUIBQ5H6DISSRVQJUJRLVMHEZQWROX,"12,547 ",,
9195,spam_score:,67,GBVUVER2V4F5G2CADBIN3OUA3BGC3QMGP64PRBLCM7PBJFWFSX7J7TE7,625 ,,
12455,spam_score:,67,GB6PQK3VEQIDAMZAV2SKZGXMSCJVYIVECMXZPWZ3HCYVP6NTPGAF2YXE,4 ,,
14115,spam_score:,67,GA7526MRRD3ZQXD7MPYUYVFJ5S3QGHRBFHSDYOV6U4YIXZSQCWANGHQE,1 ,,
54,spam_score:,66,GAT2IKYN3EVAIKMXVQOJIC6G72QI5PGQHGQU5BRHD5DAN6SPYPXQBFTH,"79,358 ",,
164,spam_score:,66,GDAC2ZYNMQCULI4QMOXNMUWYRATVM2HWYA6JNX7EUM2XZ26XJQYII7WI,"40,002 ",,
12341,spam_score:,66,GC4BV2HFR2MCKRHIIFDVPDSXYXTR3GBD76SYL6FGB7FTU6A7ZUEHPKP4,5 ,,
12766,spam_score:,66,GCFI2PZV53L4FIA7EOV2WMYLK7MYRSZW42A7HDLIMAHW2VC6SDIZWNT6,2 ,,
13456,spam_score:,66,GBFPLTPVP4F3ZV3PWF7HY2XCETOLKTEFH7SZN3Q3MWYZKQVHKQADGXNF,2 ,,
14011,spam_score:,66,GA243SGD4CYG5JFAH6MYQIVKILWWXC3IGHUBOTSX2RJXNILWUGHOEZHX,1 ,,
3809,spam_score:,65,GAVJLAGNDS7R3IJ3SYHMWZ24K3AUP65G2BCAA4QIOKYRWD47F7JMQJFJ,"3,145 ",,
12885,spam_score:,65,GB2CD45VAOTAMYRHN5AGRQEF25MPTTWLOOWTVMLF6UR7REL2Q2JVRADI,2 ,,
13885,spam_score:,65,GCRVL2XGDFWVUJRLWOMC4MLIOWGY5L46ORQ76LEQGZM3HN2KVH3GE7AZ,1 ,,
14313,spam_score:,65,GB42AHTG2UEL6PESKZEHJFNKEYAUZLV4TYF4VY7MPW3WKH77N6VZEONQ,1 ,,
333,spam_score:,64,GBAOTJJOLGMVOBLCR5ZMRYT4YXFQ3NZWNSATGEFY7DX2RT3PAC25Q3BT,"25,278 ",,
445,spam_score:,63,GARSOTIEARSKIWLFOLSMVT4O2Q2Q2R3V57OHWZY5NQET66F6EHV33USI,"20,473 ",,
5484,spam_score:,63,GCOJGYH6G6KMDJMJAAO4FK7IDL4DUD4RP4QDWSK3PJVTRDGHRXL67JK6,"2,006 ",,
6312,spam_score:,63,GD7ZJSRTKXLS33SAWXZMCRFMWEXO5P66X3LVYSKUGSDMRITYPRUKXRJD,"1,589 ",,
8,spam_score:,62,GA7HY7JCZXIK6T4MHMKEW2EKTQ4LYTRX3OGTVHFLOXPRZUD77V56CYZY,"268,000 ",,
138,spam_score:,62,GBMJFMU6A6L2PMPA5NU6LF747FIQ3F7M3SCFJTJXCRD7PMFEWJAGTZNF,"44,758 ",,
1743,spam_score:,62,GB2DPDPLDZAEQYXP4Q3UNBHBG75DUKMP4NNIUPQQ22ERZFP45WCEYX2U,"6,668 ",,
10345,spam_score:,62,GDH3P2SWDTRACKSVPL5HF2KMZX5F3RDSGRKKUK4IA2KRIVLHKMJODOD4,252 ,,
1274,spam_score:,61,GAJURDALEYDEQIYG64MSHNW6XGCONPGR4QV2LEO2K5D5VJVOVKHLFQL6,"8,868 ",,
2336,spam_score:,61,GDEO5YHK3WGTTYMSJSCTBXCMAFWDXM7D4BE3IJSEABIZ2VT4GJHK5ZWW,"5,084 ",,
11338,spam_score:,61,GBE44FWXTQL6ESFINO2TM2ZWO7XFCXRO6SFJLHWEKEY3XLDAWZWCH6JF,39 ,,
16,spam_score:,60,GBU6MX6PVPNMHBMY3OTJOSC4DXMUOIOXDSOGNGHYFUT32WIS4BFADZGT,"155,523 ",,
398,spam_score:,60,GAHVZFC4CAXMEMQHC53ZOTG4EHMGSWIE3GJILB2X6MMH5I54XIA27N6M,"22,001 ",,
11412,spam_score:,60,GC2MGKSGPWDKIISS76JN2N2H7E35VR6IHVJC5JRWL2KPLHNW6FOMF5HQ,33 ,,
209,spam_score:,59,GAZH2FYGJWADSW3SUBWPLKRI22UTI6QZ3OHWMDRSNUQK4L4NETO7TJYN,"34,003 ",,
11698,spam_score:,59,GATUNE5SAJ35LKXDCLDORVRQIUFNCOMYFD5YZGR4I2AXBRVWTTZLRJCC,17 ,,
49,spam_score:,58,GB7PAIB2Y5LTBUDH6JIZOPHELWE6VGI4T4A7WL6GD3RXWTAK5UKW3AXS,"83,427 ",,
4386,spam_score:,58,GBTXO2KNQUE7SZJ7JKTCRN4IOEXZ4TAYLMJD5MMJ5HFAWMLCA4ANFTMA,"2,733 ",,
10934,spam_score:,58,GBF7FF57EYL63MKF27JRA2UND4SV5CZAVRK4TBGFB3JLDS4KU6T6MSZ6,86 ,,
11506,spam_score:,58,GD35XZGHH4YWQNBRQJMRHFOAVDDOZU4LYRVGJLBAAKOGNHGZ2U2ISPUD,27 ,,
13084,spam_score:,58,GAOA4CCFTP2JLTK355UBMMLD5C5Q2ORC73B56G37LBZQ5DEVRBCUOP2M,2 ,,
14712,spam_score:,58,GCDL2ZERX2KQVTC7UCA5YR3Z36YALLAP2MQFFMZDRXDFZXMQGJW5ZNMT,1 ,,
1676,spam_score:,57,GBQENXEPUGGBLLOWESKAQFK4TBQCBBN4ZIBSHUNENDKT5DQMRJ5ZFTM5,"6,967 ",,
12811,spam_score:,57,GB6TG3MS4SXZDSSNJ4HYPJRZGE45ZCIKTA4UYU622552KTLJ6L3VWERJ,2 ,,
12866,spam_score:,57,GDOURULCGSQVOLMSZCWJN5HBJZE7SWSICQE2R3ABDZSMWDW3IMPPMC5X,2 ,,
13081,spam_score:,57,GAANSPD3VSME5NBER5KDWQ6NXE7WAYAYAQ6GWH7EEZGP7HT7PKYKLIAQ,2 ,,
113,spam_score:,56,GAOGNQ5WTETXCYDZD6CKAFL2CTGAQWPY3NP7HPPEJAVTHYRF2RPYMY6D,"50,007 ",,
306,spam_score:,56,GBEA5UJDFLZLVEVITDSBJY6J4CY4D7ONAPYX5QFTFCXQWK6AAXGY3IUL,"27,001 ",,
4402,spam_score:,56,GA54PUOXKOQDKKBIPH2AVAE5JX5SFWZYCFSCPJ2G6CFP2XUSXPXNZRH5,"2,713 ",,
14561,spam_score:,56,GCXGGD4DOMUDGWUEZMRXLG4ZZQI6RIJNEMKDD3FH3VLYSCL5AG2CG4SL,1 ,,
29,spam_score:,55,GBFF6AGW2TBXKBEGJAKMXPYV3MRTGCIJ74J66YSBOILBMJRRGLSLJWV5,"113,246 ",,
4140,spam_score:,55,GCQA44B5FVMNQ3HRGEXO5MPNGDA4VDEV75T6NPJ7JMB4ZKUOESZTM2TO,"2,989 ",,
5420,spam_score:,55,GDS277I7Y7PPF7SPSSB4JCQPXPI3LGBN4ZCG77T2Z2CQLE6XUQUVAPTZ,"2,021 ",,
14681,spam_score:,55,GDLIO74CGRX75UVJYZRSUEYP64LSBISBHQXRHAZBSZNJPT7VY2RUZ2FK,1 ,,
248,spam_score:,54,GAXZF5WJ4RR4OF4JF7SXD7SUQNETI76OUGZPZ4O3NYPUUTZ42UXVD3OA,"30,416 ",,
4930,spam_score:,54,GCYCJAIZYBV5GW6GGF5V5DU5ODC6RNABJQRFARJL5I3GNF232QG47CGM,"2,311 ",,
9011,spam_score:,54,GBIQ5S6CS3PT6TCT4AIWTLBIUVLLSPMOXTKRALIC2BBA3GFLZWCIFULF,701 ,,
10594,spam_score:,54,GCWVE2MKUL6CN6MFOSGPPG4TRGIMNC4KZFKIZCCC5KXPFEABNHJIFX4Q,164 ,,
11203,spam_score:,54,GCMB64NRRF3MMWHTP2LD2RHIATWMPDXXKDCPA75WPWZWWLDR5OIYIWTZ,51 ,,
14052,spam_score:,54,GAVIAXEDNRP65SSXP2WBRR4Q7XHNJKGQZ2ZYOPCBB72UMZTZX7HLEJAZ,1 ,,
758,spam_score:,53,GBBBPQXFLTNDL7CPRI7VL5WXDPQGM3NML7FFVEOQNQQTR7BO3TMQXPNL,"13,002 ",,
863,spam_score:,53,GCEXYCY4VGZD2UDXOTWOLFACLVXDRX77OAF6QKRE24WHHY5IINQ34ALQ,"11,506 ",,
1133,spam_score:,53,GBCIOFSLAM2QFMZYVKE3MQ2BRF7NOIQENRRZYHFDQAN4RJ2UWBOZFL5E,"9,671 ",,
7286,spam_score:,53,GBT6VX5IJAYBCYA7ZBKGEVTFKJXDNZ57JWDEVUD2VGL3BFJFJHADV2X7,"1,167 ",,
9157,spam_score:,53,GCBGQUWI5GTWNSYDC4OL2N6KXOLXAVQD73WOKJCR5N75KLSYRPSPGLEH,643 ,,
13927,spam_score:,53,GDBQPXPI23Z7SCM32W4OCW7BJVPEXAZZAJHHWILADKEU3RW6YHGNLO55,1 ,,
14046,spam_score:,53,GBXZ3TXFUHXG7DCXJ3H2GBQ22LSV5NMNZRQ6SSY2HWKGN2E4BYI3DUPE,1 ,,
10178,spam_score:,52,GD7UPPWITGRBNJHUN4FOKGLWGNNE2BNQJ4COQTKYW2DBKIY5SQUNGPLI,328 ,,
14414,spam_score:,52,GCSUD3L4YPOHKZY7KTURMPCRDYA5HBBORKFDTK3AGTCCWIC2UNRF6SRF,1 ,,
760,spam_score:,51,GBDEXZOYTIN4Z6J46UJXHCD6WGXCHJEYHTEFEIFNKLX2SZAS3NAEBQXH,"13,002 ",,
6780,spam_score:,51,GAZGBO6AL63X5SJ5TCHRX2VDGKTULIMXX7IOU7FRYKJ4K5XFVA4ILLQ4,"1,385 ",,
10877,spam_score:,51,GDJ6QHYDMR7RIKNEIG5ZEBOL3YOVCXVPHNOWYS4PVX4QJUGMMHCZXK5W,96 ,,
12570,spam_score:,51,GDTQR7R4TCDPHTWPOS264N4FT4GR2ULZZ7TLGOZHFIINFRTVSFT26URC,3 ,,
12882,spam_score:,51,GAQDTJDETMQ7M63X7KZ2CW3TNVFTRDKLTNE3FTF6DG3AUUNX7QKLIFOP,2 ,,
13944,spam_score:,51,GBQK2CDJ3MV6U6TCIGGGDJZROFQBZNVWOMEGU5XBSPAQIYKWOMNDFONA,1 ,,
6,spam_score:,50,GCMXGHK2AAMQLUKPFAZPQZWB6K572QG373NPCRI7Z3D4R5GCGO5J6VLU,"270,918 ",,
562,spam_score:,50,GCGXYTYZN6MUPYL3WJSDEHZQJWZPBTBDCT7FNWFUZ4LLGSGNDTFXXK5G,"17,003 ",,
7334,spam_score:,50,GDCRJAGAXMJG4YKMQKPTLQXWVO5NMWHEI6CGSYOQ32G7Z4KHBEAV2HDC,"1,151 ",,
12496,spam_score:,50,GBQCQBZHOSSLHAQGG6JTD2IAT63VVL7TF3AEBEH4EJ5ERLDM4NWDIN6H,3 ,,
14004,spam_score:,50,GDTITUGSWVTDSI2IO4WXPQ24GLFGU726NSI2LVSW56HHHPSUZDBP3DAT,1 ,,
14632,spam_score:,50,GAW2ZN3EBG4EF54MZ6HRKB5E3VAH5HVB6JUGIFOT3BAWETBYUE4ADJ77,1 ,,
222,spam_score:,49,GAXBN5PV7LKZ4BZWD57U6GNRDNT5RZCG3QJENEIT76DA6LIDIBWUP3TO,"32,852 ",,
255,spam_score:,49,GCXER6MFYTNGL3TA5X74ZLVK2DYS4LKXC6L26DPZERBFWH7KDOB32AOO,"30,061 ",,
319,spam_score:,49,GA2QE5BZ7FHFIZXB6HUBAW6FSGBUC2CSR5XSUGLQU22TY2NH3WZ3PF2J,"26,002 ",,
4423,spam_score:,49,GCSXDKOFDVGYUGL6KTRRGC6FRMDXI45BREGW24FICKKA26QAJOFXMTAT,"2,701 ",,
5697,spam_score:,49,GBW4SIMG3VXFUTKGG4UZ7O3T6J6K5DSSCANWBGUCLTF723XOWJMRDUJY,"1,976 ",,
8516,spam_score:,49,GD4MSTBKFUOZAZGUMQ2GOV57G2UV4DKKCLJABGJECKQ2UFXDIQVJZ2DD,902 ,,
13836,spam_score:,49,GDMDVLHL74YJI4DCR2R2NYCC6GCCXMZCMOFN7WIRHYUCHJNCSX22JGOT,1 ,,
4866,spam_score:,48,GB4YN3V7HEPYXWTH4EVQDEGGP2S5TUR6MXYGUGR63U6Z7OYRTQ775MKK,"2,359 ",,
9943,spam_score:,48,GBAN7FSPJ2FC2FC34UTRCONNGUYFFNYPKPXB7JPNG53SK23JEA646FMM,461 ,,
12639,spam_score:,48,GC4BJ2KBQJG43LV5HWKNOTDJ5S7VIL4DZVFPHJOK26ZUQQDR643HMVIL,3 ,,
14005,spam_score:,48,GBGPVZ4BKCFE2RX6L5Y62MVY57CYZHVFGJZAGE7OA3L6GM4J5I5I6R7T,1 ,,
65,spam_score:,47,GCNFXJ5CTH3FQBPPK23K7D34YGFKK6VQRP3MTHCJKUBBFC34KJUSGCKA,"73,012 ",,
9671,spam_score:,47,GCCLAKWTUFT33LT22E4B6VJL3LZDB5DO5OIK7ALWNAAD2A6IGJSWBLTZ,502 ,,
10421,spam_score:,47,GDDQ2F2DPFFCXB4VFQSBIZFFHDALJOBZCDCSKJBLNOJHHOSFMC7GEOZX,220 ,,
10734,spam_score:,47,GAEITBAB2G5IMRSHISJ3QJAMDRWSBTFR6PUQBC4A2IPDNUUSVX67KW7F,122 ,,
12005,spam_score:,47,GBSOVYTT5LVL5HOM4CMSVXCDKL4FUTFWISNVHUWX5PDA36CHXWLIIPXN,9 ,,
13033,spam_score:,47,GA45QGENIH55O5SMBPXXGDBMLF3NHXY4JTYHETN5DRII75YRQTRCHSKQ,2 ,,
374,spam_score:,46,GAMHJRK44V2WUDSH2Q4RALRCVDA7ATENZ7WB5QYW3K3EYW3NHGKOFG5J,"23,000 ",,
975,spam_score:,46,GDXQIYCMNZTIN3ALULLPLATBLPP2CR4A6RRRZ2NZBTAC6RBGMFQY65UT,"10,403 ",,
2055,spam_score:,46,GAK3EIBTUMFT6QEVNXEVGTP2CDHFYKXHJJ7LJ34FUQQQG2ZVOKO7CJU7,"5,668 ",,
3339,spam_score:,46,GDCI2RIBFD4QTP4ZSTQXCWEKQ7G6KB22CEFM3TX563NGA7HVUJ324YZY,"3,638 ",,
5685,spam_score:,46,GB7RPYG2J2CBEBSLRRY5JL3FUAKM5XMBODNGSAJIWS47FOGDHM46MYCL,"1,983 ",,
13381,spam_score:,46,GAT66W6O55PAZOATNYPG5OCYZWQKWW3BVXQEMWQJZZ5TYKYXNY765ZJP,2 ,,
272,spam_score:,45,GDHY3BO33OOE5ZQ5G2X2LI42U5FGUOMOEBSRKJXIAUPY526Z6KKSTDCL,"29,393 ",,
12731,spam_score:,45,GB7IYIFLHR2KVQXNLBQCEFCSC37TQTIIBQ5ZGYKLNFIZSAAY4NNWUCAL,2 ,,
139,spam_score:,44,GD44XKWHCPXG7JAHBPEYXL4NI4F6NKUTJE2KAJERW7Q5HWJU6EB3EWYJ,"44,538 ",,
3518,spam_score:,44,GCWJV6G5SRWDEIAN635SPO3G2J6LDDDCDX3AWCZQXMKOU2QDPQZW4252,"3,453 ",,
6617,spam_score:,44,GCP6RB75VQO4GH4D2ZKJEELKLMRLYAJPAK7XPINYIRDLYC2EWDTRIY6E,"1,484 ",,
13034,spam_score:,44,GCVFJLWIWZNZPNBO26VJLEMLVLH2IYHUGLW7S7CFOR32FM4YYBYXJGMX,2 ,,
14708,spam_score:,44,GAZCU7DNV4M3C4LHGTGOBDWHRLVPVS4V6VLIJTOLHIFIV4BV6ED5OK7Y,1 ,,
298,spam_score:,43,GBCO5SVVJFFQB2NOTCED42BCFGHL35KOZ4JDL3Z5KFDVXA6CQPUAV6P3,"27,360 ",,
6305,spam_score:,43,GABW45S6IYUEVLPA34Z7KYCWU22T26KFB7HQBPZWBHZPAPODL35GH364,"1,592 ",,
11611,spam_score:,43,GB3BTHL6AGRZXBBE4NYOAWXH5QG7JSRXUMCMBEVV3F4FJC6OSNI6P252,21 ,,
11800,spam_score:,43,GDMVOK5IN7ZVJZMOY56DFQSULOU4M74TZMPHQIKMOBW4GPIYP6RALKQ7,13 ,,
13599,spam_score:,43,GAXJMCDTUJA22YG74JB7MUQGSVGZJUHNNKNJCZCN6E2TWII7X35PTPHJ,2 ,,
13891,spam_score:,43,GCZF3OURSUU4VEOOVTLI6GNS77OT27BB33XLPERM5P4ZTOG3II6X4ZOP,1 ,,
508,spam_score:,42,GBRPEX6YBT7EOECHPPN53P375XQVB2ZXQ7IWAASXUERKHKIRT4ISV3VT,"19,127 ",,
674,spam_score:,42,GAZGNGHBZFEXFAZ3TS5OVS6U4SPSEBGAJROOLIDQFQMIHQMBIEUG3M43,"14,737 ",,
2039,spam_score:,42,GCPYGTGWY7AO3FFPYZKLLF7L5VFFKHFRGAFVUO4VJDOODBNRNZ2OCFED,"5,714 ",,
10077,spam_score:,42,GBFER7TLCQ5CGSZFP4ISXE2UAM4TS2NUGBWOG6VFLDQUQTJKT43XCWBP,388 ,,
10093,spam_score:,42,GBII5VKZXWM5I6EE4PMENSP25PKTTWVQGIQXHKMJ65FPMP4EAB32SZCL,378 ,,
13842,spam_score:,42,GCP2IJUE5PVF2FACG6433LAMAH5QSDAYCNYB5PWGIJ65KSMN5CQTQBOW,1 ,,
296,spam_score:,41,GDCV35XB5DZGWP4ER6AP2KBTECIZOXPRUMKTF55XYK7IFNA5SVONGO3W,"27,433 ",,
9200,spam_score:,41,GCZA2PTE4W4WS4OWBCKIXMS5OIPYWQYVAUVOOGCMAIHK5A4ICBLYIPGP,623 ,,
9406,spam_score:,41,GBXRJOHH3XNB57KATEVLJR344ULXURLVD6LBHVOKWA6XOXTNDER5DWDW,556 ,,
9958,spam_score:,41,GC2QUZ3HOZSCKGWPPF7OO73NVIGN6FNABHYNT62YJCLXINBGXOXMZIIY,454 ,,
13554,spam_score:,41,GCVQIHZOVYKVJQICURPK46TRM75HV6ORKSOFPLG6537VFBLCE4OICNU7,2 ,,
613,spam_score:,40,GAS6EZCNKNBCY5NAZS3G6LD2MFJCXZD5ZTQG6FV6BQH6CXM6QW4SXWPE,"16,000 ",,
9065,spam_score:,40,GBXDB6G2PKDPWNXJPB7LJU2JB775TKYWJ7L52B4XPG6YNZHGB57G6N6Q,676 ,,
10965,spam_score:,40,GBNV4R74PGTEDQ3MW7XWDWGTUBPOS355UYZ5Q4OTCJXTAXQL55MN34NM,81 ,,
11292,spam_score:,40,GDGTVDBBYCLC5IRA6DVH7KG7P44JBYDWU2YHLHASJTHA4MGNVTWNTZQL,42 ,,
13437,spam_score:,40,GCPG3FIOWDSI33LY563HEMKPKTSQFMMUXWM5FQUSVOA67VMZI7IIL2ZX,2 ,,
14220,spam_score:,40,GBHNZDEMZFB22FXLQCXPUL7MCRF6532PUX22MMHA67FRMZBHGB5555EB,1 ,,
61,spam_score:,39,GAP6D763M5VPT2N5QTYOW57U2MDZVK4W5LIZ5HWS5B2CHB2USB7NPYJW,"75,103 ",,
8736,spam_score:,39,GDT3D3Y3PC3H33UQPR6FECL32RWQYGKPEPNVI76E4P4MDO2DWBJOZQUW,802 ,,
9922,spam_score:,39,GAFLMZTTCMMSJWL7OBVCRSBU5HBVS43LPUZH6BNZ35ENAAKMHDEUETU7,471 ,,
14129,spam_score:,39,GDFLJTTZG33CTHLKRCULR4OIUUW3OGTGKDTWULEJMRUVMRUYXBNB3OE6,1 ,,
193,spam_score:,38,GD4TEBBS4JRPVRD5UJOJIM2L3TQM7PWJR7POJ3EEF3CNYGFO4447JOP7,"35,860 ",,
201,spam_score:,38,GB34HJZEWYFCJ3QDCAXI7LWKNX5ABLLIBZ37IBZMYVA6ZOFXWHZQDL4N,"34,973 ",,
474,spam_score:,38,GDKTCWMMVARYYT664DUQFONAIXPPWFFUYYCZKWI5SLHZOTF4IM3W22U4,"20,001 ",,
1086,spam_score:,38,GBW2T3BUJ4NSRI5UD6WCQQL7SO73OJHSHZGKVSQPZZH37DAC3G3A2N6C,"10,000 ",,
12539,spam_score:,38,GAGH74DK6QQU75RBQFXWQZFSWJPWRJEOP2KNJY6RA3FRAPP2YOH5BAK7,3 ,,
200,spam_score:,37,GAU74DOHSUHAE7J7ED5F53NLHR25FKXH4A3V26WVES7GU3Q7MLMAG35X,"35,001 ",,
242,spam_score:,37,GDUHXGCUPCQLJXKEGMSJFABQUUQK4Y2ADBYNTZP5G47NDSTDG4XIOMFR,"31,238 ",,
417,spam_score:,37,GAU3EOKTHA3MMB4U7KVZFFXQ6LNWUNZRU2VN426HSMYHXG47UHZKDDFU,"21,204 ",,
612,spam_score:,37,GDMQBONZXCEM46N3KLCOF5FPLHVHB4J6AJSJE5ANBCESZUWG2XXR3XGS,"16,001 ",,
729,spam_score:,37,GAZTHPGAPCSUJJKH6VPSCKVZYJP3CRR5KW5ZQLH6IWJO3KMSO2AQGHTL,"13,490 ",,
13906,spam_score:,37,GBPQU7XZTCN4I7IZBCCISGKMZYZKNIMDB7W3GLQWL43F2LLFSLF2OEKB,1 ,,
13922,spam_score:,37,GBEBPF66MSPZY4ZT6Y64FD6DJZTDGI6SFYHWKRHWT7FQA2QONFYE2QRT,1 ,,
199,spam_score:,36,GAQRCLLPSELYB6FU2FJHMNQELWEUJNBWYWZ3VV42C7BJISBOSJBVFHWG,"35,134 ",,
538,spam_score:,36,GDVI6EG5VUTWVH3D5NMBIOTGZORB7CNHQNPWIW7VMFQ23QGQ4EJUVS7W,"17,927 ",,
664,spam_score:,36,GCCXHVS3TGHWZC5PGIPU6JQE6QFXVY6LOD22IDJRGRMOQCZ65DD3V76H,"15,001 ",,
3757,spam_score:,36,GAMQ7VDJ3UGOJTTVGEOUPSXBN3TWIF537HIQQZ4W3EC5DMTXB4ZHWSKR,"3,201 ",,
9056,spam_score:,36,GBW3B7DF25CFO2CRJ66Z6EMCFDO3NNIAPYAYWZAM6IKNCLEJL4WJCSEP,681 ,,
10402,spam_score:,36,GCAPBSX526RB2N5BCJRPSW5WDAKWSSYL2JAATPZWM4YKNC6TB674EANH,226 ,,
11687,spam_score:,36,GCODAQBFA4W5H5VJU6OIEFEQCN4BEIJC6DYVBI6LAX72BU53CKWFTKBC,17 ,,
12165,spam_score:,36,GDXKN5SLOKYX4JNRLFQXREAFSF6J7AGM2BY2MSEPVT7Z4GJEMTEQFIHX,6 ,,
14509,spam_score:,36,GAPPSH7LG33CVK3HB6BL7IRYIMJBLP5NIXMBFO7QKT64NEPKKYGTHJQH,1 ,,
14621,spam_score:,36,GCVLDDMNLO2C5Y5ML4VF46VL7KJINIXD6AAAUCSNIQPYXMSE5RAIXVV3,1 ,,
91,spam_score:,35,GC4UIWKFACP2BB65F2ZNS3XRDIJL7QPRG4JKVCHEPK7WYEK5DPLYDNWY,"57,021 ",,
487,spam_score:,35,GBI3ME3XN76SEMEV36S2IUKR2RCK3OMPSMUOYSUQ4FNVX5W37MPFXTNA,"19,742 ",,
3094,spam_score:,35,GBPJH5OX5C52SRVLBQLUVNARAHTZKZHYR6KHFO6OB5PDN3Q2KYWTBART,"4,001 ",,
6167,spam_score:,35,GDXJ74RMRH6TPBY64QE3RG7T4YLA7BSQRCEQGCL26EEXCAXEB6KTBOGN,"1,657 ",,
9962,spam_score:,35,GDUIH2NIMLSKMSFW4X2LP5H534DT2HSJKVLAP2WLCQBDJ23JMEISDI3I,452 ,,
10212,spam_score:,35,GDMI4JVDYIQIHE7FJ2QSOUQRVR5XCAHMNPRGXFCDRIA3TGOFVZAOSP2W,312 ,,
11379,spam_score:,35,GDMKUH5WG4DO3XM6G6SIWETQUIB6YAUMIOGNJTRJ75J6Q7SJWFH5MM24,36 ,,
13371,spam_score:,35,GCB2NGWTCW5IE4LVRQOBU7EMYXMXLZ4PC7TYXJ6CQERGGJNUESGPWHX2,2 ,,
13810,spam_score:,35,GCGDTFPMDHIEPFAIBG7U76B3STXSO6E45YGHD5GSQDDTOUQCU4AWTSER,1 ,,
14048,spam_score:,35,GBHTSDFJ3Q4P5RBK3RJKQFIHGR3AHXMMILWQXOU6FKCCFCLP6DY6PM4K,1 ,,
14694,spam_score:,35,GA6ZSUMVEPXQQSD4CNXBSPWKZR63MWL2ULNW6OYS6D26ZO5Q6QEQFDYB,1 ,,
151,spam_score:,34,GCC3WKYXIR325NEJ6ATU4AON3F2M2SQKUNQWX3HYA5VFIGS4EMOMWBXI,"41,870 ",,
1788,spam_score:,34,GDQSE5TTNNU3MYNLCKPTSO7HYENU35NFO3Q5KD42W24MA7WLEXK7HKV5,"6,501 ",,
3153,spam_score:,34,GCRQF2DVDYKAROKSX54YZOGTCCSW4UT5ZALZDRQ5Z3Y4MSBAAPSKUQJF,"3,931 ",,
10269,spam_score:,34,GCYNW4BVGH5ZGIIV3XFTXA4SLM7KWIXTZU5AB6MP4QAWX5UQ3VYLH2JY,290 ,,
10744,spam_score:,34,GDXPYCSJJPX33WBTDNPOIKJP2WGCIUSAH4YEL7B5WJJ62GIWTHJ5463X,120 ,,
11014,spam_score:,34,GADGWG24YYWNZVJZX6HTHUVESMAVQZ2TRF2IDLZJWKA76UCFFB2RNVHM,73 ,,
12728,spam_score:,34,GA56D7IV5DKZO6LQARASCMT6HXOT3OWAIITB4ZEYFHRTOGODBHAHDK35,3 ,,
13073,spam_score:,34,GDJW7Q2ND6L4YJNDGAA5HAVUIOPITDAUWZIU2WKDKKRXJVG4ZSNAVMD3,2 ,,
13204,spam_score:,34,GAIJJ6S5VKCKXUK2J53U6OC2AGPKQ3JRLZICH44XZR7NKUIJKHSBEJ3P,2 ,,
13819,spam_score:,34,GDMBY4AIHHDGC7NOJTVFZLRIQMZ4SPV6ZINET62ZTKZVC4N7M25ORJ7E,1 ,,
14013,spam_score:,34,GA42JCQ7X2VOKYJJ4XJUCOONLNJSK45VLT3XHI56KQ5CFRBOIHC6JYHI,1 ,,
14102,spam_score:,34,GCK5A7SRFXS5UPD2KRX24US6ZAWUH5X5BGGT57HU4ZNJ4FPRIDYVCMI6,1 ,,
14361,spam_score:,34,GDFXZUQXCICLFGBGLD3HEKZIZIAYBZWRW2VJAW3PIYGTQ2N5NETTIKVY,1 ,,
635,spam_score:,33,GABDQE5DM7JRL5BTATQLVAQODA42PG2KSZ3TGOSDHRP2FYM4WX2FAG35,"15,240 ",,
8814,spam_score:,33,GCZPTCDTM3MTOGRM4MSV2Y4PELTBSUAB6AEIOFO74JN5MN75BHLAGEDB,772 ,,
10809,spam_score:,33,GAPHG7ODIVMQLM6MPZ6A7HMR5IUT2YNONNMY57UPYR6P2MPSSQQYFGSQ,104 ,,
12834,spam_score:,33,GC4NBE6DX5DNR5PBXLFKFSKAAKEUOMZD3LPSDNL6FFI5ZMQUJ6DXF5YB,2 ,,
13083,spam_score:,33,GDA7UR56DCEQK5VE4F3RVB3RTLV6HPWCPGZ6ZDRWRYEL7TPNBMAY44UA,2 ,,
62,spam_score:,32,GCCBY7QV3UW3URBMBVYH6GA2BDXKKY72DYTAOBKS32PYJ4AL47337PTL,"74,002 ",,
96,spam_score:,32,GCVQVGOE2YBJQAOTDYX6MT5AEJCFQQL3YVYZYCMXVNBEDJA7VBCUFRSF,"55,302 ",,
